annee,diplome,situation,remarque,disca,part_femmes,age_moyen_a_la_soutenance,part_docteurs_etrangers,eff_rep,taux_rep,part_docteurs_declarant_avoir_ete_finances_pour_realiser_la_these,taux_insertion,part_stable,part_cadre,part_temps_plein,part_secteur_academique,part_public_hors_secteur_academique,part_r_d_privee,part_privee_hors_secteur_academique_et_r_d,part_docteurs_en_emploi_a_l_etranger,part_docteurs_en_emploi_dans_la_meme_region_que_leur_etablissement,sal_net_q1_mensuel,sal_net_med_mensuel,sal_net_q3_mensuel,sal_brut_med_annuel,lib_etablissement_2014,numero_uai_ori,lib_etablissement_2020,numero_uai_2020
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,33,30,80,17,42,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENS TELECOMM.BREST (fermé),0291811L,IMT ATLANTIQUE BREST,0292355C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,20,29,44,51,47,83,87,58,100,98,52,4,30,14,14,nd,1851,2160,2366,32000,INP TOULOUSE,0311381H,INP TOULOUSE,0311381H
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,64,34,21,10,71,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,IEP BORDEAUX,0330192E,IEP BORDEAUX,0330192E
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,45,34,37,64,67,73,86,58,89,90,54,27,2,17,35,nd,1646,1785,2385,25207,BORDEAUX,0333298F,BORDEAUX,0333298F
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,36,29,51,107,57,87,81,39,98,100,64,6,21,9,28,nd,1954,2125,2295,30000,MONTPELLIER 2 (fermé),0341088Y,U MONTPELLIER,0342321N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,55,39,44,38,61,48,84,60,92,94,54,37,3,6,10,nd,1659,1748,2160,24684,MONTPELLIER 3,0341089Z,MONTPELLIER 3,0341089Z
2014,DOCTORAT,12 mois après le diplôme,,Sciences et leurs interactions,28,29,49,320,62,90,88,53,95,98,46,6,23,25,35,nd,2057,2299,2479,34848,COMUE GRENOBLE ALPES (fermé),0383412C,UNIVERSITE GRENOBLE ALPES,0383546Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,62,37,31,10,77,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,SAINT-ETIENNE,0421095M,SAINT-ETIENNE,0421095M
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,67,34,50,17,63,52,61,76,83,80,35,47,0,18,54,nd,1867,1867,2000,26352,LORRAINE,0542493S,LORRAINE,0542493S
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,23,29,54,24,69,91,91,45,96,94,56,10,16,18,41,nd,1771,2055,2100,32880,BRETAGNE-SUD,0561718N,BRETAGNE-SUD,0561718N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,62,29,23,9,69,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LILLE 1 (fermé),0593559Y,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,50,33,40,23,64,51,85,83,96,78,54,20,21,5,39,nd,2057,2074,2074,29280,LILLE 1 (fermé),0593559Y,UNIVERSITE DE LILLE,0597065J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,1,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LITTORAL,0595964M,LITTORAL,0595964M
2014,DOCTORAT,12 mois après le diplôme,,Sciences du vivant,57,30,35,107,82,90,83,30,91,96,65,17,9,9,36,nd,1646,1970,2150,28000,UNIVERSITE DE STRASBOURG,0673021V,UNIVERSITE DE STRASBOURG,0673021V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,3,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,MULHOUSE,0681166Y,MULHOUSE,0681166Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,3,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,LYON 2,0691775E,LYON 2,0691775E
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,30,28,26,33,73,91,88,36,100,100,55,27,6,12,49,nd,1983,2186,2763,30857,ENS LYON,0694123G,ENS LYON,0694123G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,62,28,24,10,48,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENS LYON,0694123G,ENS LYON,0694123G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,2,40,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 5,0751721N,PARIS 5,0751721N
2014,DOCTORAT,12 mois après le diplôme,,Sciences du vivant,56,31,33,146,59,89,88,33,87,93,66,13,9,12,46,nd,1875,2338,3046,33396,PARIS 6 (fermé),0751722P,SORBONNE UNIVERSITE,0755890V
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,1,5,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,IPG PARIS,0753428U,IPG PARIS,0753428U
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,12,28,9,11,44,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENS PARIS,0753455Y,ENS PARIS,0753455Y
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,3,74,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,AGROPARISTECH,0753465J,AGROPARISTECH,0753465J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,50,31,29,7,50,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ENSM PARIS,0753493P,ENSM PARIS,0753493P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,59,31,34,11,27,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,MUSEUM PARIS,0753494R,MUSEUM PARIS,0753494R
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,56,37,36,8,89,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ROUEN,0761904G,ROUEN,0761904G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,54,39,68,10,36,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,COMUE PARIS EST,0772710C,COMUE PARIS EST,0772710C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,45,35,40,32,60,69,83,49,92,93,53,15,0,32,10,nd,1687,1842,2550,26000,COMUE PARIS EST,0772710C,COMUE PARIS EST,0772710C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,45,29,50,17,77,86,82,63,100,80,47,15,13,26,29,nd,2267,2309,2500,36000,TOULON,0830766G,TOULON,0830766G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,55,36,71,8,36,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,TOULON,0830766G,TOULON,0830766G
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,63,34,54,18,51,58,100,56,76,96,68,27,0,5,38,nd,1646,1646,2479,23232,POITIERS,0860856N,POITIERS,0860856N
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,27,31,54,9,35,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,UT BELFORT-MONTBELIARD,0900424X,UT BELFORT-MONTBELIARD,0900424X
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,46,35,55,7,63,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,PARIS 11,0911101C,PARIS 11,0911101C
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,42,30,50,21,58,74,92,50,100,96,50,13,10,26,30,nd,1875,2057,2263,30000,CERGY-PONTOISE (fermé),0951793H,CY CERGY PARIS UNIVERSITE,0952259P
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,50,30,25,16,100,79,75,17,92,92,58,33,8,0,42,nd,1544,1625,1748,22942,CORSE,7200664J,CORSE,7200664J
2014,DOCTORAT,12 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,63,nd,nd,18,47,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,nd,ns,ns,ns,ns,ANTILLES,9710585J,ANTILLES,9710585J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,52,35,48,26,62,43,93,76,87,86,50,25,0,26,33,7,1910,2571,4958,36300,NICE (fermé),0060931E,UNIVERSITE COTE AZUR,0062205P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,29,30,61,25,61,97,97,58,83,85,45,12,12,32,34,12,1903,2522,2692,35603,UT TROYES,0101060Y,UT TROYES,0101060Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,28,28,43,35,60,89,85,75,98,98,41,11,18,29,21,11,2160,2479,2893,38304,CAEN,0141408E,CAEN,0141408E
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,61,38,31,21,58,47,95,87,100,90,29,71,0,0,14,49,2211,2380,2593,33600,CAEN,0141408E,CAEN,0141408E
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,45,29,43,28,70,86,89,61,93,94,30,10,49,12,23,22,2063,2517,3313,37800,LA ROCHELLE,0171463Y,LA ROCHELLE,0171463Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,30,29,49,26,70,89,95,75,94,95,36,10,30,25,14,72,1975,2250,2494,35574,INSA TOULOUSE,0310152X,INSA TOULOUSE,0310152X
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,54,31,46,15,58,85,93,79,94,85,52,9,19,20,22,62,2054,2188,2294,33000,INP TOULOUSE,0311381H,INP TOULOUSE,0311381H
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,53,38,33,42,51,35,91,72,95,86,34,49,2,14,22,40,1800,2250,2571,34848,BORDEAUX 3,0331766R,BORDEAUX 3,0331766R
2014,DOCTORAT,36 mois après le diplôme,,Sciences et leurs interactions,30,29,37,166,69,95,89,64,94,99,52,8,28,11,36,27,2146,2494,2952,38000,BORDEAUX,0333298F,BORDEAUX,0333298F
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,48,28,14,13,62,77,83,54,100,100,75,11,7,7,22,7,2178,2314,2540,32670,ENS CHIM. MONTPELLIER,0340112M,ENS CHIM. MONTPELLIER,0340112M
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,58,33,35,52,61,41,85,75,81,90,42,35,2,21,25,36,1954,2242,2880,31654,MONTPELLIER 1 (fermé),0341087X,U MONTPELLIER,0342321N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,nd,nd,nd,3,74,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,MONTPELLIER 2 (fermé),0341088Y,U MONTPELLIER,0342321N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,45,35,40,21,50,65,86,61,86,92,47,27,4,22,22,52,1800,1995,2256,31920,MONTPELLIER 3,0341089Z,MONTPELLIER 3,0341089Z
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,3,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ENS CHIM. RENNES,0350077U,ENS CHIM. RENNES,0350077U
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,2,40,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,RENNES 2,0350937D,RENNES 2,0350937D
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,30,30,45,21,64,94,80,70,100,100,30,4,49,17,6,44,2125,2375,2625,38000,TOURS,0370800U,TOURS,0370800U
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,51,30,26,24,69,85,84,54,90,100,46,20,21,13,20,36,1893,2438,3317,39000,TOURS,0370800U,TOURS,0370800U
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences du vivant,54,29,30,73,65,87,87,43,97,96,64,14,12,10,34,42,1913,2160,2600,31102,COMUE GRENOBLE ALPES (fermé),0383412C,UNIVERSITE GRENOBLE ALPES,0383546Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,63,30,38,6,75,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,SAINT-ETIENNE,0421095M,SAINT-ETIENNE,0421095M
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,38,30,52,19,65,93,100,55,100,93,37,19,24,20,25,33,2250,2366,2774,36000,ENSM NANTES (fermé),0442205H,IMT ATLANTIQUE NANTES,0442852L
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,67,30,50,5,83,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ONIRIS NANTES ATLANTIQUE,0442674T,ONIRIS NANTES ATLANTIQUE,0442674T
2014,DOCTORAT,36 mois après le diplôme,,Sciences et leurs interactions,27,29,41,47,75,84,89,69,91,100,37,12,28,23,38,16,2122,2500,2875,40000,ORLEANS,0450855K,ORLEANS,0450855K
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,31,35,38,10,62,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ANGERS,0490970N,ANGERS,0490970N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,3,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,BRETAGNE-SUD,0561718N,BRETAGNE-SUD,0561718N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,1,100,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LITTORAL,0595964M,LITTORAL,0595964M
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,2,66,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LITTORAL,0595964M,LITTORAL,0595964M
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences et leurs interactions,11,30,33,14,78,72,91,91,100,100,30,6,17,46,37,0,1995,2155,2468,34474,ARTOIS,0623957P,ARTOIS,0623957P
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,3,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ARTOIS,0623957P,ARTOIS,0623957P
2014,DOCTORAT,36 mois après le diplôme,,Sciences et leurs interactions,39,29,53,53,90,94,74,64,83,95,36,15,22,27,30,32,1831,2373,2980,36000,PAU,0640251A,PAU,0640251A
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,69,39,34,22,76,48,92,50,78,75,39,40,6,15,36,35,1496,1700,2550,24000,PAU,0640251A,PAU,0640251A
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,nd,nd,nd,3,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,MULHOUSE,0681166Y,MULHOUSE,0681166Y
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,3,60,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,LYON 2,0691775E,LYON 2,0691775E
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,39,35,41,14,50,80,88,43,100,72,30,62,8,0,40,46,1955,2040,2550,28800,ENS LYON,0694123G,ENS LYON,0694123G
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,46,33,15,11,84,38,100,43,100,100,73,27,0,0,20,0,1760,2100,2253,29650,LE MANS,0720916E,LE MANS,0720916E
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,44,34,39,28,29,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 2,0751718K,PARIS 2,0751718K
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,70,30,30,25,18,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 5,0751721N,PARIS 5,0751721N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences de la société,66,36,53,18,28,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 5,0751721N,PARIS 5,0751721N
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,25,28,28,25,24,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 7,0751723R,PARIS 7,0751723R
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,48,30,34,20,14,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,PARIS 7,0751723R,PARIS 7,0751723R
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences et leurs interactions,nd,nd,nd,1,5,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,IPG PARIS,0753428U,IPG PARIS,0753428U
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences du vivant,nd,nd,nd,3,74,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,AGROPARISTECH,0753465J,AGROPARISTECH,0753465J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences humaines et humanités,49,nd,nd,47,50,59,85,54,92,74,54,31,2,12,44,32,1983,2170,2479,30636,EPHE PARIS,0753486G,EPHE PARIS,0753486G
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables ou respectant le secret statistique,Sciences humaines et humanités,100,39,59,4,12,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,ns,INALCO PARIS,0753488J,INALCO PARIS,0753488J
2014,DOCTORAT,36 mois après le diplôme,Etablissement ayant participé à  l'enquéte mais dont l'effectif ou le taux de réponse est trop petit pour que les résultats soient jugés statistiquement fiables,Sciences de la société,54,36,47,96,48,73,88,52,94,89,73,24,1,2,53,25,2160,2437,2674,34404,EHESS PARIS,0753742K,EHESS PARIS,0753742K
